1469,"The Use and Abuse of Aggregate Demand and Supply Functions","Economics/Economics as a Social Science/Methods/Models and Computational Approaches           "
1470,"The New Geographical Turn in Economics: Some Critical Reflections","Economics/Economics as a Social Science/Methods/Models and Computational Approaches           "
1471,"How Scientific Are the Social Sciences?","About Social Science/Scientific Knowledge and Method           "
1472,"Naturalism in Economics","Economics/Economics as a Social Science/Economic Ideas/Topics in the History of Thought           "
1473,"The Philosophical Bases of Institutionalist Economics","Economics/Economics as a Social Science/Economic Ideas/Topics in the History of Thought           "
1474,"Methodological Criticism vs. Ideology and Hypocrisy","Economics/Economics as a Social Science/Economic Ideas/Topics in the History of Thought           "
1475,"Financing Sustainable Development","Economics/Economic Policy/Fiscal Policy/Social/Political Issues           "
1476,"A Pragmatic View on Values in Economics","Economics/Economics as a Social Science/Economic Ideas/Topics in the History of Thought           "
1477,"The New Welfare Economics: Value-Free or Value-Less?","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Social/ Humanistic/ Contextual Economics           "
1478,"Classical Utilitarianism and the Methodology of Determinate Choice, In Economics and in Ethics","Economics/Economics as a Social Science/Economic Ideas/Utilitarianism           "
1479,"Is a Transaction a Transaction?","Economics/Economics as a Social Science/Paradigms Compared           "
1480,"Institutional Economics, Feminism, and Overdetermination","Economics/Economics as a Social Science/Paradigms Compared           "
1481,"The “Closure” Assumption as a First Step: Neo-Ricardian Economics and Post-Keynesianism","Economics/Economics as a Social Science/Paradigms Compared           "
1482,"The Myth of Institutionalist Method","Economics/Economics as a Social Science/Paradigms Compared           "
1483,"The Role of Institutions and the Current Crises of Capitalism: A Reply to Howard Sherman and John Henry","Economics/Economics as a Social Science/Paradigms Compared           "
1484,"Institutionalist and Marxist Theories of Evolution","Economics/Economics as a Social Science/Paradigms Compared           "
1485,"On Closed Systems and the Language of Economic Discourse","Economics/Economics as a Social Science/Paradigms Compared           "
1486,"Thorstein Veblen","Economics/Economics as a Social Science/Paradigms Compared           "
1487,"Post Keynesian Economics and Realist Philosophy","Economics/Economics as a Social Science/Philosophy, Sociology of Economics           "
1488,"Sustainability as a Social Vision","Economics/Economics as a Social Science/Philosophy, Sociology of Economics           "
1489,"The Role of Ideology in Disagreements Among Economists: A Quantitative Analysis","Economics/Economics as a Social Science/Philosophy, Sociology of Economics           "
1490,"Ideology and Economic Reality","Economics/Economics as a Social Science/Philosophy, Sociology of Economics           "
1491,"Metaphysics, Morals and Science","Economics/Economics as a Social Science/Philosophy, Sociology of Economics           "
1492,"The Economics of Transition and the Transition of Economics","Economics/Development/Transition from Socialism to Markets           "
1493,"Paradigms as Ideologies: Liberal vs. Marxian Economics","Economics/Economics as a Social Science/Philosophy, Sociology of Economics           "
1494,"Cognitive and Cultural Embeddedness: Combining Institutional Economics and Economic Sociology","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Interdisciplinary Approach           "
1495,"Freedom of Choice and the Choice of Freedoms","Economics/Economics as a Social Science/Philosophy, Sociology of Economics           "
1496,"The Relation Between Social Theory and Social Policy","Economics/Economics as a Social Science/Philosophy, Sociology of Economics           "
1497,"The Need for a Sociology and Psychology of Social Science and Scientists","Economics/Economics as a Social Science/Philosophy, Sociology of Economics           "
1498,"The Role of Economics in Politics","Economics/Economics as a Social Science/Philosophy, Sociology of Economics           "
1499,"Postmodernism and Theories of Value: New Grounds for Institutionalist/Marxist Dialogue?","Economics/Economics as a Social Science/Philosophy, Sociology of Economics           "
1500,"Comment on “Postmodernism and Institutionalism”","Economics/Economics as a Social Science/Philosophy, Sociology of Economics           "
1501,"A Postmodern Philosophy of Markets","Economics/Economics as a Social Science/Philosophy, Sociology of Economics           "
1502,"Why Development is More Complex than Growth: Clarifying Some Confusions","Economics/Development/Sustainability/Growth vs. Development           "
1503,"Some Claims Made for Critical Realism in Economics: Two Case Studies","Economics/Economics as a Social Science/Philosophy, Sociology of Economics           "
1504,"Twixt the Cup and the Lip: Mainstream Economics and the Formation of Economic Policy","Economics/Economics as a Social Science/Philosophy, Sociology of Economics           "
1505,"Environmental Ethics without Philosophy","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Moral/ Ethical/ Values Approach           "
1506,"The End of Neoliberal History: The Future of Economics","Economics/Economics as a Social Science/Policy           /           /Economics/Economics as a Social Science/Economic Ideas/Topics in the History of Thought"
1507,"Social Economics in the Years Ahead: An Economist's Perspective","Economics/Economics as a Social Science/Policy           "
1508,"Ecofeminism: What One Needs to Know","Economics/Development/Women and Children/Feminism and Organization           "
1509,"Neo-Liberal Theory and Practice for Eastern Europe","Economics/Economics as a Social Science/Policy           "
1510,"Growth and the Poor: A Comment on Dollar and Kraay","Economics/Economics as a Social Science/Policy           "
1511,"Neoliberalism and Economic Justice in South Africa: Revisiting the Debate on Economic Apartheid","Economics/Economics as a Social Science/Policy           "
1512,"Whither Socialism?","Economics/Economics as a Social Science/Policy           "
1513,"Private Property: A Growing Danger for Life","Economics/Economics as a Social Science/Policy           "
1514,"What Happened to Property in Law and Economics?","Economics/Economics as a Social Science/Policy           "
1515,"Towards a Justification of Social Ownership: A Comparison of the Property Rights, Social Choice and Economic Justice Approach","Economics/Economics as a Social Science/Policy           /           /Economics/Development/Transition from Socialism to Markets"
1516,"Welfare as We  Know It: A Review and Feminist Critique of Welfare Reform Research in the United States","Economics/Economics as a Social Science/Policy           "
1517,"Competition, Corporate Governance and Selection in Emerging Markets","Economics/Economics as a Social Science/Policy           /           /Economics/Economic Policy/Market Formation and Regulation"
1518,"Property and its Enemies, Part III: How to Get a Free Lunch? Just Apply for It","Economics/Economics as a Social Science/Policy           "
1519,"Capitalism and Industrialization in Malaysia","Economics/Development/Development Theory and Critique/Approaches and Prerequisites           "
1520,"Market Planning: Oxymoron or Common Sense?","Economics/Economics as a Social Science/Policy           "
1521,"Commentaries: Socialist and Cultural Ecofeminism: Allies in Resistance","Economics/Economics as a Social Science/Policy           /           /Philosophy/The Environment/Ecofeminism"
1522,"The Inestimable Gift of a Future","Economics/Economics as a Social Science/Policy           "
1523,"Green Economics (Solution to Environmental Pollution)","Economics/Economics as a Social Science/Policy           "
1524,"Global Keynesianism in the Wings?","Economics/Economics as a Social Science/Policy           "
1525,"The Merchant and Mr. Reagan: The Case of a Half-Classical Trade Policy","Economics/Economics as a Social Science/Policy           "
1526,"Tony Lawson on Critical Realism: What's Teaching Got to Do with It?","Economics/Economics as a Social Science/Theory vs. Reality           "
1527,"Culture: Core Concept Reaffirmed","Economics/Economics as a Social Science/Theory vs. Reality           "
1528,"Clarifying and Developing the 'Economics and Reality' Project: Closed and Open Systems, Deductivism, Prediction, and Teaching","Economics/Economics as a Social Science/Theory vs. Reality           "
1529,"International Integration","Economics/Economics as a Social Science/Philosophy, Sociology of Economics           "
1530,"History and Equilibrium: A Partial Defense of Equilibrium Economics","Economics/Economics as a Social Science/Theory vs. Reality           "
1531,"Ethics and the Economic Interpretation","Economics/Economics as a Social Science/Theory vs. Reality           "
1532,"Does Economic Theory Need More Evidence? A Balancing of Arguments","Economics/Economics as a Social Science/Theory vs. Reality           "
1533,"The Role of Grounded Theory in Developing Economic Theory","Economics/Economics as a Social Science/Theory vs. Reality           "
1534,"Malthusian Models and Chinese Realities: The Chinese Demographic System 1700-2000","Economics/Development/Population and Quality of Life/Demographic Transition           "
1535,"Kinning: The Creation of Life Trajectories in Transnational Adoptive Families","Sociology/Family and Kinship/Ascription and Social Identity           "
1536,"Understanding Black Family Functioning: A Holistic Perspective","Sociology/Family and Kinship/Ascription and Social Identity           "
1537,"Reclaiming the Ancestral Past: Narrative, Rhetoric and the 'Convict Stain'","Sociology/Family and Kinship/Ascription and Social Identity           "
1538,"Performing Family Stories, Forming Cultural Identity: Franco American Memere Stories","Sociology/Family and Kinship/Ascription and Social Identity           "
1539,"We're Decent People: Constructing and Managing Family Identity in Rural Working-Class Communities","Sociology/Family and Kinship/Ascription and Social Identity           "
1540,"Negotiating Space with Family and Kin in Identity Construction: The Narratives of British Non-Heterosexual Muslims","Sociology/Family and Kinship/Ascription and Social Identity           "
1541,"Transforming Time into Money Using Water: A Participatory Study of Economics and Gender in Rural India","Economics/Development/Poverty and Inequality/Environment and Poverty           "
1542,"Parenting Practices and the Transmission of Ethnic Identity","Sociology/Family and Kinship/Ascription and Social Identity           "
1543,"The Family Costs of White Racism: The Case of African American Families","Sociology/Family and Kinship/Ascription and Social Identity           "
1544,"Changing Forms of U.S. Hegemony in Puerto Rico: The Impact on the Family and Sexuality","Sociology/Family and Kinship/Capitalism / Westernization           "
1545,"Rural Women and the Family in an Era of Liberalization: India in Comparative Asian Perspective","Sociology/Family and Kinship/Capitalism / Westernization           "
1546,"Granny Rights: Combating the Granny Burnout Syndrome among Australian Indigenous Communities","Sociology/Family and Kinship/Capitalism / Westernization           "
1547,"Indians in South Africa: Tradition vs. Westernization","Sociology/Family and Kinship/Capitalism / Westernization           "
1548,"Labor Reproduction and the Family under Advanced Capitalism: Female Labor Force Participation and Fertility in Twentieth Century Canada","Sociology/Family and Kinship/Capitalism / Westernization           "
1549,"Flexible Families: Capitalist Development and Crisis in Rural Peru","Sociology/Family and Kinship/Capitalism / Westernization           "
1550,"Varieties of Altruism and the Common Ground Between Them","Sociology/Family and Kinship/Comparative Kinship           "
1551,"Conceiving Relatedness: Non-Substantial Relations Among the Kamea of Papua New Guinea","Sociology/Family and Kinship/Comparative Kinship           "
1552,"Kinship Networks among Immigrants: Lessons from a Qualitative Comparative Approach","Sociology/Family and Kinship/Comparative Kinship           "
1553,"Geographic Mobility, Kinship and the Family in South India","Sociology/Family and Kinship/Comparative Kinship           "
1554,"Branding the American Family: A Strategic Study of the Culture, Composition, and Consumer Behavior of Families in the New Millennium","Sociology/Family and Kinship/Demographic Trends and Policy           "
1555,"Ideas, Economics and 'the Sociology of Supply': Explanations for Fertility Decline in Bangladesh","Sociology/Family and Kinship/Demographic Trends and Policy           "
1556,"Fertility and Family Planning in Vietnam: Evidence from the 1994 Inter-Censal Demographic Survey","Sociology/Family and Kinship/Demographic Trends and Policy           "
1557,"Landowner Equity in Papua New Guinea's Minerals Sector: Review and Policy Issues","Economics/Development/Agrarian Economy and Society/Agriculture and Industry           "
1558,"The Evolution of Poverty and Inequality in Indian Villages","Economics/Development/Poverty and Inequality/Inequality, Access and Ownership           "
1559,"Women's Reproductive Rights, Modernization and Family Planning Programs in Developing Countries: A Causal Model","Sociology/Family and Kinship/Demographic Trends and Policy           "
1560,"Household Size and Composition in the Developing World in the 1990s","Sociology/Family and Kinship/Demographic Trends and Policy           "
1561,"Conditioning Factors for Fertility Decline in Bengal: History, Language Identity, and Openness to Innovations","Sociology/Family and Kinship/Demographic Trends and Policy           "
1562,"Comparing Family Systems in Europe and Asia: Are There Different Sets of Rules?","Sociology/Family and Kinship/Demographic Trends and Policy           "
1563,"Domestic Violence and Difference","Sociology/Family and Kinship/Domestic Violence           "
1564,"Contesting the Rhetoric of 'Black Family Breakdown' from Barbados","Sociology/Family and Kinship/Evolution of the Family / Family Structure           "
1565,"Leaving the Parental Home: Chinese Culture in an Urban Context","Sociology/Family and Kinship/Evolution of the Family / Family Structure           "
1566,"Australian Aborigine: Transition in Family Grouping","Sociology/Family and Kinship/Evolution of the Family / Family Structure           "
1567,"Caste, Class and Family Structure in West Bengal Villages","Sociology/Family and Kinship/Evolution of the Family / Family Structure           "
1568,"Gender Bias in China, South Korea and India 1920-1990: Effects of War, Famine and Fertility Decline","Sociology/Family and Kinship/Evolution of the Family / Family Structure           "
1569,"The Bangladesh Fertility Decline: An Interpretation","Economics/Development/Population and Quality of Life/Family Planning and Structure           "
1570,"“Normal” Sex Roles: An Historical Analysis","Sociology/Family and Kinship/Evolution of the Family / Family Structure           "
1571,"The Long-Term Evolution of the Family Structure of Teenage and Older Mothers","Sociology/Family and Kinship/Evolution of the Family / Family Structure           "
1572,"Consensual Unions in Latin America: Persistence of a Dual Nuptiality System","Sociology/Family and Kinship/Evolution of the Family / Family Structure           "
1573,"Postmodernity and Family Theory","Sociology/Family and Kinship/Evolution of the Family / Family Structure           "
1574,"Resilience Within the Family Networks of Lesbians and Gay Men: Intentionality and Redefinition","Sociology/Family and Kinship/Evolution of the Family / Family Structure           "
1575,"Black Mothering, Paid Work and Identity","Sociology/Family and Kinship/Evolution of the Family / Family Structure           "
1576,"Social Integration in 20th Century Europe: Evidences from Hungarian Family Development","Sociology/Family and Kinship/Evolution of the Family / Family Structure           "
1577,"The Role of Intermediate Factor Markets in Asia's Green Revolution: Lessons for Africa?","Economics/Development/Agrarian Economy and Society/Green Revolution           "
1578,"Family Man","Sociology/Family and Kinship/Family, Race, and Nation           "
1579,"Africana Womanism and African Feminism: A Philosophical, Literary and Cosmological Dialection on Family","Sociology/Family and Kinship/Gender Inequality           "
1580,"The Gender Age Gap: Marriage and Rights in the Cote d'lvoire","Sociology/Family and Kinship/Gender Inequality           "
1581,"Gender Orientations and Family Strategies","Sociology/Family and Kinship/ChildBearing           "
1582,"The Formative Years: How Parenthood Creates Gender","Sociology/Family and Kinship/ChildBearing           "
1583,"Women without Children: A Contradiction in Terms?","Sociology/Family and Kinship/ChildBearing           "
1584,"Education, Work and Family Decision Making: Finding the “Right Time” to Have a Baby","Sociology/Family and Kinship/ChildBearing           "
1585,"Family, Gender, and Educational Attainment in Britain: A Longitudinal Study","Sociology/Family and Kinship/Gender Inequality           "
1586,"Inventing the African Family: Gender and Family Law Reform in Cote D'Ivoire","Sociology/Family and Kinship/Gender Inequality           "
1587,"'Milking The Elephant': Financial Markets as Real Markets in Kenya","Economics/Development/Poverty and Inequality/Finance and Microfinance           "
1588,"The Contribution of Family Structure and Differentiation to Identity Development in Females","Sociology/Family and Kinship/Gender Inequality           "
1589,"Family and Feminism: Women, Their Position Rights and Obligations in Cross-Cultural Perspective","Sociology/Family and Kinship/Gender Inequality           "
1590,"Mortality, Fertility, and Gender Bias in India: A District-Level Analysis","Sociology/Family and Kinship/ChildBearing           "
1591,"Female Demographic Disadvantage in India 1981-1991: Sex Selective Abortions and Female Infanticide","Sociology/Family and Kinship/ChildBearing           "
1592,"Son Preference in a Rural Village in North Vietnam","Sociology/Family and Kinship/ChildBearing           "
1593,"A Cross-Cultural Test of Collins's Theory of Sexual Stratification","Sociology/Family and Kinship/Gender Inequality           "
1594,"Associations Between Wife-Beating and Fetal and Infant Death: Impressions from a Survey in Rural India","Sociology/Family and Kinship/Domestic Violence           "
1595,"Shifting Circles of Support: Contextualizing Kinship and Gender in South Asia and Sub-Saharan Africa","Sociology/Family and Kinship/Gender Inequality           "
1596,"Agriculture-Industry Interactions","Economics/Development/Agrarian Economy and Society/Agriculture and Industry           "
1597,"Home Work: An Examination of the Sexual Division of Labor in the Urban Households of the East Indian and African Guyanese","Sociology/Family and Kinship/Gender Inequality           "
1598,"Gender Inequality and Industrial Development: The Household Connection","Sociology/Family and Kinship/Gender Inequality           "
1599,"Markets, Flexibility, and Family: Evaluating the Gendered Discourse Against Pay Equity","Sociology/Family and Kinship/Gender Inequality           "
1600,"Predictors of Perceived Work-Family Balance: Gender Difference or Gender Similarity?","Sociology/Family and Kinship/Gender Inequality           "
1601,"Flexible Mothering: Articulating Rights and Negotiating Ideologies in Nicaragua","Sociology/Family and Kinship/Gender, Work, and Family           "
1602,"Women and the Family in Thailand in the Midst of Social Change","Sociology/Family and Kinship/Gender Inequality           "
1603,"The Globalization of Family Planning","Sociology/Family and Kinship/Globalization           "
1604,"Re-shaping the Geography of Opportunity: Place Effects in Global Perspective","Sociology/Family and Kinship/Globalization           "
1605,"Managing a Polyethnic Milieu: Kinship and Interaction in a London Suburb","Sociology/Family and Kinship/Globalization           "
1606,"Structural Transformation","Economics/Development/Agrarian Economy and Society/Agriculture and Industry           "
1607,"Searching for Wages and Mothering From Afar: The Case of Honduran Transnational Families","Sociology/Family and Kinship/Globalization           "
1608,"A “Real Man's Ring“: Gender and the Invention of Tradition","Sociology/Family and Kinship/Marriage           "
1609,"Child Marriage in Rajasthan","Sociology/Family and Kinship/Marriage           "
1610,"The Commodification of International Marriages: Cross-border Marriage Business in Taiwan and Viet Nam","Sociology/Family and Kinship/Marriage           "
1611,"Why is the Divorce Rate Declining in Indonesia?","Sociology/Family and Kinship/Marriage           "
1612,"Divorce: Process and Correlates a Cross-Cultural Study","Sociology/Family and Kinship/Marriage           "
1613,"Here Comes the Bride: The Making of a “Modern Traditional” Wedding in Western Culture","Sociology/Family and Kinship/Marriage           "
1614,"The Impact of Women's Socioeconomic Position on Marriage Patterns in Sub-Saharan Africa","Sociology/Family and Kinship/Marriage           "
1615,"Matrimonial Behaviour in Canada and Ukraine: The Enduring Hold of Culture","Sociology/Family and Kinship/Marriage           "
1616,"Mate Selection and Female Age at Marriage: A Micro Level of Investigation in Tamil Nadu, India","Sociology/Family and Kinship/Marriage           "
1617,"Community Politics and Ethnicity Among Lebanese in Nova Scotia","Sociology/Family and Kinship/Family, Race, and Nation           "
1618,"Kinship Ties of Mexican Migrant Women on the United States/Mexico Border","Sociology/Family and Kinship/Family, Race, and Nation           "
1619,"Immigrant Families in Australia","Sociology/Family and Kinship/Globalization           "
1620,"Migration as a Consumption Activity","Sociology/Family and Kinship/Globalization           /           /History/World/Global History/Migration/Theory"
1621,"University Modernizing Effects on Libyan Family and Culture","Sociology/Family and Kinship/Modernization and Family Change           "
1622,"Kinship and Modernization in Developing Societies: The Emergence of Instrumentalized Kinship","Sociology/Family and Kinship/Modernization and Family Change           "
1623,"Rethinking the Development Agenda","Economics/Development/Development Theory and Critique/Approaches and Prerequisites           "
1624,"Wife Beating and Modernization: The Case of Papua New Guinea","Sociology/Family and Kinship/Domestic Violence           /           /Sociology/Family and Kinship/Modernization and Family Change"
1625,"Marriage and Family among the Tribals of Kerala: A Study of the Mannans of Idukky District","Sociology/Family and Kinship/Modernization and Family Change           "
1626,"Bringing Peace Home: A Feminist Philosophical Perspective on the Abuse of Women, Children and Pet Animals","Sociology/Family and Kinship/Domestic Violence           "
1627,"Parental Resistance to Child Rights: The Case of Jamaica","Sociology/Family and Kinship/Evolution of the Family / Family Structure           "
1628,"Rhetorical and Ideological Conservatism in 'Thirtysomething'","Sociology/Family and Kinship/Evolution of the Family / Family Structure           "
1629,"Patriarchal Family Ideology and Female Homicide Victimization in Fiji","Sociology/Family and Kinship/Domestic Violence           "
1630,"She Made Me Go Out of My Mind: Marital Violence from the Male Point of View","Sociology/Family and Kinship/Domestic Violence           "
1631,"Institutionalised Co-Production: Unorthodox Public Service Delivery in Challenging Environments","Economics/Development/Community, Participation and Human Development           "
1632,"The Power of Older Women and Men in Egyptian and Tunisian Families","Sociology/Family and Kinship/Gender Inequality           "
1633,"Place, Kinship and the Case for Non-ethnic Nations","Sociology/Family and Kinship/Family, Race, and Nation           "
1634,"Intersections of Race, Class, Gender, and Nation: Some Implications for Black Family Studies","Sociology/Family and Kinship/Family, Race, and Nation           "
1635,"Comparative Perspectives on Black Family Life: Uncommon Explorations of a Common Subject","Sociology/Family and Kinship/Family, Race, and Nation           "
1636,"Beyond Joint and Nuclear: The Indian Family Revisited","Sociology/Family and Kinship/Family, Race, and Nation           "
1637,"Perspectives on American Kinship in the Later 1990s","Sociology/Family and Kinship/Family, Race, and Nation           "
1638,"Kinscripts","Sociology/Family and Kinship/Family, Race, and Nation           "
1639,"India and Vietnam Compared: Family Planning and Everyday Life","Sociology/Family and Kinship/Social Context / Social Policy           "
1640,"Unfinished Tasks for Korean Family Policy in the 1990s: Maternity Protection Policy and Abolition of the Family-head System","Sociology/Family and Kinship/Social Context / Social Policy           "
1641,"The Delayed Contraceptive Revolution in Guatemala","Sociology/Family and Kinship/Social Context / Social Policy           "
1642,"Agricultural Reform and Its Impact on Chinese Rural Families, 1978-1989","Sociology/Family and Kinship/Social Context / Social Policy           "
1643,"Adolescent Well-Being in Cohabiting, Married, and Single-Parent Families","Sociology/Family and Kinship/WellBeing and Family           "
1644,"A Principal-Agent Analysis of the Family: Implications for the Welfare State","Sociology/Family and Kinship/WellBeing and Family           "
1645,"Excluding Children: Autonomy, Friendship and the Experience of the Care System","Sociology/Family and Kinship/WellBeing and Family           "
1646,"In the Mind of the Beholder: Evaluation of Coping Styles of Immigrant Parents","Sociology/Family and Kinship/WellBeing and Family           "
1647,"Grandparent Identity, Intergenerational Family Identity, and Well-Being","Sociology/Family and Kinship/WellBeing and Family           "
1648,"Marital Status, Distress, and Well-Being: An International Comparison","Sociology/Family and Kinship/WellBeing and Family           "
1649,"Knowing Where You've Come From: Ruptures and Continuities of Time and Kinship in Narratives of Adoption Reunions","Sociology/Family and Kinship/WellBeing and Family           "
1650,"Psychological Well-Being Among Mothers with School Age Children: Evolving Family Structures","Sociology/Family and Kinship/WellBeing and Family           "
1651,"Rethinking Animism: Thoughts from the Infancy of Our Discipline","Sociology/Sociology of Religion/Animism, Pantheism, and Monotheism           "
1652,"Shamanism as the Original Neurotheology","Sociology/Sociology of Religion/Animism, Pantheism, and Monotheism           "
1653,"Totemism, Animism and North Asian Indigenous Ontologies","Sociology/Sociology of Religion/Animism, Pantheism, and Monotheism           "
1654,"Correlations Versus Case Studies: The Case of the Zulu in Swanson's 'The Birth of the Gods'","Sociology/Sociology of Religion/Animism, Pantheism, and Monotheism           "
1655,"Reenchanting Nature: Modern Western Shamanism and Nineteenth-Century Thought","Sociology/Sociology of Religion/Animism, Pantheism, and Monotheism           "
1656,"Pantheism and Current Ontology","Sociology/Sociology of Religion/Animism, Pantheism, and Monotheism           "
1657,"Religion and the Market: Opposition, Absorption, or Ambiguity?","Sociology/Sociology of Religion/Capitalism           "
1658,"Postscript: Self Determination - Birth of a Notion","Economics/Development/Development Theory and Critique/Theory           "
1659,"Religious Involvement and Status-Bridging Social Capital","Sociology/Sociology of Religion/Capitalism           "
1660,"Spirit of Capitalism: Religion and Economic Development","Sociology/Sociology of Religion/Capitalism           "
1661,"Between Sociology and Theology: The Spirit of Capitalism Debate","Sociology/Sociology of Religion/Capitalism           "
1662,"Relational Dynamics of Charismatic Organization: The Complementary of Love and Power","Sociology/Sociology of Religion/Charisma           "
1663,"Faith, Reason, Charisma: Rudolf Sohm, Max Weber, and the Theology of Grace","Sociology/Sociology of Religion/Charisma           "
1664,"Charisma and the Transformation of Grace in the Early Modern Era","Sociology/Sociology of Religion/Charisma           "
1665,"Inner-wordly Individualism and the Institutionalization of Puritanism in Late Seventeenth-Century New England","Sociology/Sociology of Religion/Charisma           "
1666,"Popular Religion and Appropriation: The Example of Corpus Christi in Eighteenth-Century Cuzco","Sociology/Sociology of Religion/Colonialism           "
1667,"Introduction: The Oeuvre of Development Studies - An Overview","Economics/Globalization/Evaluation and Assessment of Globalization           "
1668,"Fetishizing Religion: Allah Koura and French 'Islamic policy' in Late Colonial French Soudan (Mali)","Sociology/Sociology of Religion/Colonialism           "
1669,"Managing Religion in Colonial India: The British Raj and the Bodh Gaya Temple Dispute","Sociology/Sociology of Religion/Colonialism           "
1670,"Religion and Identity in India","Sociology/Sociology of Religion/Colonialism           "
1671,"Religious Participation, Ethnic Identification, and Adaptation of Vietnamese Adolescents in an Immigrant Community","Sociology/Sociology of Religion/Identity           "
1672,"Gender, Microenterprise Success and Cultural Context: The Case of South Asia","Economics/Development/Women and Children/Labor Issues           "
1673,"The Ethos of Charity in Imperial Russia","Sociology/Sociology of Religion/Ethics and Politics           "
1674,"Islamic Law and Ethics","Sociology/Sociology of Religion/Ethics and Politics           "
1675,"Gender, Discrimination, and Capability: Insights from Amartya Sen","Sociology/Sociology of Religion/Ethics and Politics           "
1676,"Ethics of Globalization and the AIDS Crisis from a Jewish Perspective","Sociology/Sociology of Religion/Ethics and Politics           "
1677,"Nature in the Sources of Judaism","Sociology/Sociology of Religion/Ethics and Politics           "
1678,"From Agape to Organs: Religious Difference Between Japan and America in Judging the Ethics of the Transplant","Sociology/Sociology of Religion/Ethics and Politics           "
1679,"Donor Participatory Governance Evaluation: Initial Trends, Implications, Opportunities, Constraints","Economics/Globalization/Economic Assistance           "
1680,"God's Bullies: Attacks on Abortion","Sociology/Sociology of Religion/Ethics and Politics           "
1681,"Religion and Peace: Are They Compatible?","Sociology/Sociology of Religion/Ethics and Politics           "
1682,"Institutions of Conscience: Politics and Principle in a World of Religious Pluralism","Sociology/Sociology of Religion/Ethics and Politics           "
1683,"Islamism in Turkey: Beyond Instrument and Meaning","Sociology/Sociology of Religion/Ethics and Politics           "
1684,"The Evolution of Social Ethics: Using Economic History to Understand Economic Ethics","Sociology/Sociology of Religion/Ethics and Politics           "
1685,"Second Coming: The Strategies of the New Christian Right","Sociology/Sociology of Religion/Ethics and Politics           "
1686,"Max Weber and World-Denying Love: A Look at the Historical Sociology of Religion","Sociology/Sociology of Religion/Ethics and Politics           "
1687,"Religion, Women, and the Transformation of Public Culture","Sociology/Sociology of Religion/Ethics and Politics           "
1688,"Women, Nationalism and Islam in Contemporary Political Discourse in Iran","Sociology/Sociology of Religion/Gender           "
1689,"Islam, Social Traditions and Family Planning","Sociology/Sociology of Religion/Gender           "
1690,"Temporary Marriage and the State in Iran: An Islamic Discourse on Female Sexuality","Sociology/Sociology of Religion/Gender           "
1691,"Monotheism and Gender Status: A Cross-Societal Study","Sociology/Sociology of Religion/Gender           "
1692,"Socioeconomic and Familial Status of Women Associated with Age at First Marriage in Three Islamic Societies","Sociology/Sociology of Religion/Gender           "
1693,"Localising the Universal: Women, Motherhood and the Appeal of Early Theravada Buddhism","Sociology/Sociology of Religion/Gender           "
1694,"Women Reconciling Paid and Unpaid Work in a Confucian Welfare State: The Case of South Korea","Sociology/Sociology of Religion/Gender           "
1695,"Population, Technology, and the Human Environment: A Thread through Time","Economics/Development/Population and Quality of Life/Demographic Transition           "
1696,"Religions and Globalisation","Sociology/Sociology of Religion/Globalization           "
1697,"Religion and Globalization","Sociology/Sociology of Religion/Globalization           "
1698,"The Cultural Significance of New Religious Movements and Globalization: A Theoretical Prolegomenon","Sociology/Sociology of Religion/Globalization           "
1699,"Trajectories of Anti-Globalism","Sociology/Sociology of Religion/Globalization           "
1700,"The Dialogue between Science and Religion and the Dialogue between People of Different Faiths: Areopagus Revisited","Sociology/Sociology of Religion/Globalization           "
1701,"National Minority, National Mentality, and Communal Ethnicity: Changes in Ethnic Identity of Former Soviet Union Jewish Emigrants on the Israeli Kibbutz","Sociology/Sociology of Religion/Identity           "
1702,"Buddhism and Christianity in Competition? Religious and Ethnic Identity in Karen Communities of Northern Thailand","Sociology/Sociology of Religion/Identity           "
1703,"Caste, Religion and other Identities","Sociology/Sociology of Religion/Identity           "
1704,"Setting One's Heart on Honesty: The Tensions of Liberalism and Religion","Sociology/Sociology of Religion/Ideology and Utopia           "
1705,"Karl Mannheim's Ideology and Utopia","Sociology/Sociology of Religion/Ideology and Utopia           "
1706,"Revolutionizing Spirituality: Reflections on Marxism and Religion","Sociology/Sociology of Religion/Ideology and Utopia           "
1707,"Socialism and Christianity in Edwardian Britain: A Utopian Perspective","Sociology/Sociology of Religion/Ideology and Utopia           "
1708,"The Magic of Africa: Reflections on a Western Commonplace","Sociology/Sociology of Religion/Magic and Witchcraft           "
1709,"Witchcraft, Female Aggression and Power in Early Modern Community","Sociology/Sociology of Religion/Magic and Witchcraft           "
1710,"Humanism and Satanism: Jean Bodin's Contribution to the Witchcraft Crisis","Sociology/Sociology of Religion/Magic and Witchcraft           "
1711,"Towards an Understanding of Modern Political Ideology in Africa: The Case of the Ovimbundu of Angola","Sociology/Sociology of Religion/Magic and Witchcraft           "
1712,"Of Secrecy and the Commonplace: Witchcraft and Power in Soweto","Sociology/Sociology of Religion/Magic and Witchcraft           "
1713,"Witchcraft in Statecraft: Five Technologies of Power in Colonial and Postcolonial Coastal Kenya","Sociology/Sociology of Religion/Magic and Witchcraft           "
