5298,Introduction,Philosophy/WellBeing/Concepts of WellBeing/Basic Needs           ,,
5299,A Theory of Human Need,Philosophy/WellBeing/Concepts of WellBeing/Basic Needs           ,,
5300,Needs|| Incommensurability and Well-Being,Philosophy/WellBeing/Concepts of WellBeing/Basic Needs           ,,
5301,Factors Predicting the Subjective Well-being of Nations,Philosophy/WellBeing/Comparisons of WellBeing/CrossCultural Comparisons           ,,
5302,National Differences in Reported Subjective Well-Being: Why Do They Occur?,Philosophy/WellBeing/Comparisons of WellBeing/CrossCultural Comparisons           ,,
5303,Money and Happiness: Income and Subjective Well-being Across Nations,Philosophy/WellBeing/Comparisons of WellBeing/CrossCultural Comparisons           ,,
5304,Introduction- Measuring Subjective Well-being to Compare the Quality of Life of Cultures,Philosophy/WellBeing/Comparisons of WellBeing/CrossCultural Comparisons           ,,
5305,Genes|| Culture|| Democracy|| and Happiness,Philosophy/WellBeing/Comparisons of WellBeing/CrossCultural Comparisons           ,,
5306,Age and Sex Differences in Subjective Well-being Across Cultures,Philosophy/WellBeing/Comparisons of WellBeing/CrossCultural Comparisons           ,,
5307,National Differences in Micro and Macro Worry : Social|| Economic|| and Cultural Explanations,Philosophy/WellBeing/Comparisons of WellBeing/CrossCultural Comparisons           ,,
5308,Asian Expansion and Labor-Saving Technical Change: Factor Market Effects and Policy Reactions,"Economics/Growth, Allocation and Distribution/Technology and Technical Change/LaborSaving Technologies           ",,
5309,Self|| the Hyphen Between Culture and Subjective Well-being,Philosophy/WellBeing/Comparisons of WellBeing/CrossCultural Comparisons           ,,
5310,Cultural Syndromes and Subjective Well-being,Philosophy/WellBeing/Comparisons of WellBeing/CrossCultural Comparisons           ,,
5311,Egalitarianism Versus Utilitarianism,Philosophy/WellBeing/Comparisons of WellBeing/Interpersonal Comparisons           ,,
5312,Interpersonal Comparisons of Freedom,Philosophy/WellBeing/Comparisons of WellBeing/Interpersonal Comparisons           ,,
5313,The Impossibility of Interpersonal Utility Comparisons,Philosophy/WellBeing/Comparisons of WellBeing/Interpersonal Comparisons           ,,
5314,Impartiality and Interpersonal Comparisons of Variations in Well-Being,Philosophy/WellBeing/Comparisons of WellBeing/Interpersonal Comparisons           ,,
5315,Are Interpersonal Comparisons of Utility Indeterminate?,Philosophy/WellBeing/Comparisons of WellBeing/Interpersonal Comparisons           ,,
5316,Preference and Urgency,Philosophy/WellBeing/Comparisons of WellBeing/Interpersonal Comparisons           ,,
5317,The Impossibility of Interpersonal Utility Comparisons: A Critical Note,Philosophy/WellBeing/Comparisons of WellBeing/Interpersonal Comparisons           ,,
5318,Needs|| Capabilities and Well-being: Relating the Universal and the Local,Philosophy/WellBeing/Concepts of WellBeing/Capabilities/Functionings           ,,
5319,Goals As Cornerstones of Subjective Well-being: Linking Individuals and Cultures,Philosophy/WellBeing/Culture and WellBeing           ,,
5320,Cultural Differences and Philosophical Accounts of Well-Being,Philosophy/WellBeing/Culture and WellBeing           ,,
5321,Raz on Well-Being,Philosophy/WellBeing/Concepts of WellBeing/WellBeing and Morality           ,,
5322,Objective Accounts,Philosophy/WellBeing/Concepts of WellBeing/WellBeing and Morality           ,,
5323,The Human Good and the Ambitions of Consequentialism,Philosophy/WellBeing/Concepts of WellBeing/WellBeing and Morality           ,,
5324,Well-Being: On a Fundamental Concept of Practical Philosophy,Philosophy/WellBeing/Concepts of WellBeing/WellBeing and Morality           ,,
5325,Capabilities and Happiness: Potential Synergies,Philosophy/WellBeing/Concepts of WellBeing/Capabilities/Functionings           ,,
5326,Rethinking Human Well-Being: A Dialogue with Amartya Sen,Philosophy/WellBeing/Concepts of WellBeing/Capabilities/Functionings           ,,
5327,Electronic Commerce|| Trade|| and Development,"Economics/Growth, Allocation and Distribution/Technology and Technical Change/Technological Progress           ",,
5328,Capability and Well Being,Philosophy/WellBeing/Concepts of WellBeing/Capabilities/Functionings           ,,
5329,Sumner on Welfare,Philosophy/WellBeing/Concepts of WellBeing/Capabilities/Functionings           ,,
5330,Adaptive Preferences and Capabilities: Some Preliminary Conceptual Explorations,Philosophy/WellBeing/Concepts of WellBeing/Capabilities/Functionings           ,,
5331,The Standard of Living: Interests and Capabilities,Philosophy/WellBeing/Concepts of WellBeing/Capabilities/Functionings           ,,
5332,Scanlon on Well-Being,Philosophy/WellBeing/Concepts of WellBeing/WellBeing and Morality           ,,
5333,New Ethics for Old? Or|| How (Not) to Think About Future Generations,Philosophy/Rights and Justice/Future Generations           ,,
5334,Well-Being and Value,Philosophy/WellBeing/Concepts of WellBeing/WellBeing and Morality           ,,
5335,Objective Human Goods,Philosophy/WellBeing/Concepts of WellBeing/Objective and Subjective Accounts           ,,
5336,The Via Campesina: Consolidating an International Peasant and Farm Movement,Economics/Development/Agrarian Economy and Society/Peasant and Informal Economies           ,,
5337,Technological Progress and Factor Utilization in Eastern European Economic Growth,"Economics/Growth, Allocation and Distribution/Technology and Technical Change/Technological Progress           ",,
5338,Good for You,Philosophy/WellBeing/Concepts of WellBeing/Objective and Subjective Accounts           ,,
5339,Griffin's Pessimism,Philosophy/WellBeing/Concepts of WellBeing/WellBeing and Morality           ,,
5340,Can Self-Esteem Sanction Morality?,Philosophy/WellBeing/Concepts of WellBeing/WellBeing and Morality           ,,
5341,A Cognitive Model of Individual Well-being,Philosophy/WellBeing/Concepts of WellBeing/Objective and Subjective Accounts           ,,
5342,Endowment and Contrast Effects in Judgements of Well-being,Philosophy/WellBeing/Personal Good/Happiness and Hedonism           ,,
5343,Well-Being and Time,Philosophy/WellBeing/Concepts of WellBeing/Quality of Life           ,,
5344,Perceived Control and Subjective Well-being Across Nations and Across the Life Span,Philosophy/WellBeing/Culture and WellBeing           ,,
5345,Technology and International Differences in Growth Rates,"Economics/Growth, Allocation and Distribution/Technology and Technical Change/Technological Progress           ",,
5346,The Good|| the Bad and the Juggled: The New Ethics of Building Materials,Philosophy/WellBeing/Culture and WellBeing           ,,
5347,Wisdom and the Well-Being of Humanity,Philosophy/WellBeing/Culture and WellBeing           ,,
5348,Freedom and Happiness: A Comparative Study in Forty-Four Nations in the Early 1990s,Philosophy/WellBeing/Culture and WellBeing           ,,
5349,Women and the Quality of Life: Two Norms or One?,Philosophy/WellBeing/Gender and WellBeing           ,,
5350,Agency|| Well-Being and Inequality: Reflections on the Gender Dimensions of Poverty,"Philosophy/WellBeing/Gender and WellBeing           /           /Political Science/Political Theory and Philosophy/Poverty, Inequality, and Rights/Politics of Gender",,
5351,Gender and Sources of Subjective Well-Being,Philosophy/WellBeing/Gender and WellBeing           ,,
5352,National Innovation Systems: A Retrospective on a Study,"Economics/Growth, Allocation and Distribution/Technology and Technical Change/Technological Progress           /           /Economics/Economic Policy/Technology",,
5353,Sen's Capability Approach and Gender Inequality: Selecting Relevant Capabilities,Philosophy/WellBeing/Gender and WellBeing           ,,
5354,Equality of What? On Welfare|| Goods|| and Capabilities,Philosophy/WellBeing/Justice and WellBeing           ,,
5355,Welfare Rights,Philosophy/WellBeing/Justice and WellBeing           ,,
5356,Compensatory Justice and Basic Income,Philosophy/WellBeing/Concepts of WellBeing/Basic Needs           ,,
5357,Good for Whom?,Philosophy/WellBeing/Justice and WellBeing           ,,
5358,The Question of Well-being and the Principle of Equality,Philosophy/WellBeing/Justice and WellBeing           ,,
5359,Equality|| Priority|| and Time,Philosophy/WellBeing/Justice and WellBeing           ,,
5360,The Role of Knowledge in R&D Efficiency,"Economics/Growth, Allocation and Distribution/Technology and Technical Change/Technological Progress           /           /Economics/Economic Policy/Technology",,
5361,Why Preference Satisfaction Cannot Ground an Egalitarian Theory of Justice,Philosophy/WellBeing/Justice and WellBeing           ,,
5362,Beyond Sympathy and Empathy: Adam Smith's Concept of Fellow-Feeling,Philosophy/WellBeing/Classics/Modern           ,,
5363,Welfarism in Moral Theory,Philosophy/WellBeing/Classics/Modern           ,,
5364,Functioning and Capability: The Foundation of Sen's and Nussbaum's Development Ethics|| Part 1 and 2,Philosophy/WellBeing/Classics/Modern           ,,
5365,Sen's Capability Approach and Nussbaum's Capability Ethics,Philosophy/WellBeing/Classics/Modern           ,,
5366,Symposium on Amartya Sen's Philosophy: 5 Adaptive Preferences and Women's Options,Philosophy/WellBeing/Classics/Modern           ,,
5367,Well-Being|| Agency and Freedom: The Dewey Lectures 1984,Philosophy/WellBeing/Classics/Modern           ,,
5368,The Link between Science and Invention: The Case of the Transistor,"Economics/Growth, Allocation and Distribution/Technology and Technical Change/Technological Progress           ",,
5369,Mill on Virtue as a Part of Happiness,Philosophy/WellBeing/Classics/Modern           ,,
5370,Higher and Lower Pleasures,Philosophy/WellBeing/Classics/Modern           ,,
5371,The Myth of Egoism,Philosophy/WellBeing/Classics/Modern           ,,
5372,Well-Being,Philosophy/WellBeing/Social Philosophy           ,,
5373,The Pursuit of Happiness and the Realization of Sympathy: Cultural Patterns of Self|| Social Relations|| and Well-being,Philosophy/WellBeing/Culture and WellBeing           ,,
5374,Individual Psychological Culture and Subjective Well-being,Philosophy/WellBeing/Concepts of WellBeing/Objective and Subjective Accounts           ,,
5375,Quality of Life - Three Competing Views,Philosophy/WellBeing/Concepts of WellBeing/Quality of Life           ,,
5376,Responsibility and Fairness,Philosophy/WellBeing/Concepts of WellBeing/WellBeing and Morality           ,,
5377,Two Concepts of Utility,Philosophy/WellBeing/Personal Good/Preference/Desire Satisfaction           ,,
5378,Can Desires Provide Reasons for Action,Philosophy/WellBeing/Personal Good/Preference/Desire Satisfaction           ,,
5379,Welfare and Care,Philosophy/WellBeing/Personal Good/Preference/Desire Satisfaction           ,,
5380,The Attractions and Delights of Goodness,Philosophy/WellBeing/Personal Good/Preference/Desire Satisfaction           ,,
5381,Welfare and the Achievement of Goals,Philosophy/WellBeing/Personal Good/Preference/Desire Satisfaction           ,,
5382,Desire and the Human Good,Philosophy/WellBeing/Personal Good/Preference/Desire Satisfaction           ,,
5383,Self-Interest and the Concept of Self-Sacrifice,Philosophy/WellBeing/Personal Good/Preference/Desire Satisfaction           ,,
5384,The Concept of Well-Being,Philosophy/WellBeing/Personal Good/Preference/Desire Satisfaction           ,,
5385,Full Information and Ideal Deliberation,Philosophy/WellBeing/Personal Good/Preference/Desire Satisfaction           ,,
5386,Subjective Well-Being and Kahneman's 'Objective Happiness',Philosophy/WellBeing/Personal Good/Happiness and Hedonism           ,,
5387,Factor Accumulation and Trade: Dynamic Comparative Advantage with Endogenous Physical and Human Capital,"Economics/Growth, Allocation and Distribution/Theories and Methods/Balanced Growth           ",,
5388,Self-Interest and Virtue,Philosophy/WellBeing/Personal Good/Happiness and Hedonism           ,,
5389,What Do We Want from a Theory of Happiness?,Philosophy/WellBeing/Personal Good/Happiness and Hedonism           ,,
5390,The Analysis and Measurement of Happiness as a Sense of Well-Being,Philosophy/WellBeing/Personal Good/Happiness and Hedonism           ,,
5391,What Would Make a Happier Society?,Philosophy/WellBeing/Personal Good/Happiness and Hedonism           ,,
5392,Income and Happiness: Rethinking Economic Policy,Philosophy/WellBeing/Personal Good/Happiness and Hedonism           ,,
5393,What is Happiness and Are We Getting Happier?,Philosophy/WellBeing/Personal Good/Happiness and Hedonism           ,,
5394,Questions on Happiness: Classic Topics|| Modern Answers|| Blind Spots,Philosophy/WellBeing/Personal Good/Happiness and Hedonism           ,,
5395,Is Happiness Relative?,Philosophy/WellBeing/Personal Good/Happiness and Hedonism           ,,
5396,Hedonism and Happiness,Philosophy/WellBeing/Personal Good/Happiness and Hedonism           /           /Social Psychology/Approaches to Social Psychology/Positive Psychology,,
5397,Varieties of Hedonism,Philosophy/WellBeing/Personal Good/Happiness and Hedonism           ,,
5398,Extended Preferences,Philosophy/WellBeing/Personal Good/Preference/Desire Satisfaction           ,,
5399,Revealed Preference|| Belief|| and Game Theory,Philosophy/WellBeing/Personal Good/Preference/Desire Satisfaction           ,,
5400,Measuring Opportunity: Toward a Contractarian Measure of Individual Interest,Philosophy/WellBeing/Personal Good/Preference/Desire Satisfaction           ,,
5401,Debt|| Growth and Budgetary Regimes,"Economics/Growth, Allocation and Distribution/Theories and Methods/Balanced Growth           ",,
5402,Sumner on Desires and Well-Being,Philosophy/WellBeing/Personal Good/Preference/Desire Satisfaction           ,,
5403,Money|| Sex and Happiness: An Empirical Study,Philosophy/WellBeing/Concepts of WellBeing/Quality of Life           ,,
5404,Life-Style and the Standard of Living,Philosophy/WellBeing/Concepts of WellBeing/Quality of Life           ,,
5405,Valuing Activity: Golub's Smile,Philosophy/WellBeing/Concepts of WellBeing/Quality of Life           ,,
5406,The Quality of Life,Philosophy/WellBeing/Concepts of WellBeing/Quality of Life           ,,
5407,Well-Being and Despair: Dante's Ugolino,Philosophy/WellBeing/Concepts of WellBeing/Quality of Life           ,,
5408,Value Commitments and the Balanced Life,Philosophy/WellBeing/Concepts of WellBeing/Quality of Life           ,,
5409,Self-Interest and Self-Concern,Philosophy/WellBeing/Personal Good/SelfInterest           ,,
5410,Flourishing Egoism,Philosophy/WellBeing/Personal Good/SelfInterest           ,,
5411,How Great are the Great Ratios?,"Economics/Growth, Allocation and Distribution/Theories and Methods/Balanced Growth           ",,
5412,The Virtue in Self-Interest,Philosophy/WellBeing/Personal Good/SelfInterest           ,,
5413,On the Structure of Subjective Well-Being,Philosophy/WellBeing/Concepts of WellBeing/Objective and Subjective Accounts           ,,
5414,The Relationship Between Income and Subjective Well-Being: Relative or Absolute?,Philosophy/WellBeing/Concepts of WellBeing/Objective and Subjective Accounts           ,,
5415,Subjective Well-Being in Mid-life: The Role of Involvement of and Closeness to Parents in Childhood,Philosophy/WellBeing/Concepts of WellBeing/Objective and Subjective Accounts           ,,
5416,Well-Being and Economics,Philosophy/WellBeing/Concepts of WellBeing/Objective and Subjective Accounts           ,,
5417,B.M.S. Van Praag: The Relativity of the Welfare Concept,Philosophy/WellBeing/Concepts of WellBeing/Objective and Subjective Accounts           ,,
5418,Welfare and Happiness,Philosophy/WellBeing/Concepts of WellBeing/Objective and Subjective Accounts           ,,
5419,Two Theories of the Good,Philosophy/WellBeing/Concepts of WellBeing/Objective and Subjective Accounts           ,,
5420,Autonomy|| Subject-Relativity|| and Subjective and Objective Theories of Well-Being in Bioethics,Philosophy/WellBeing/Concepts of WellBeing/Objective and Subjective Accounts           ,,
5421,Cultural Diversity and Common Values,Philosophy/WellBeing/Social Philosophy           ,,
5422,Descriptions of Inequality: The Swedish Approach to Welfare Research,Philosophy/WellBeing/Social Philosophy           ,,
5423,The Disappearance of the Public Good: Confucius|| Dewey|| Rorty,Philosophy/WellBeing/Social Philosophy           ,,
5424,Rights and Individual Well-Being,Philosophy/WellBeing/Social Philosophy           ,,
5425,Pluralism and the Standard of Living,Philosophy/WellBeing/Social Philosophy           ,,
5426,Adoption|| Blood Kinship|| Stigma|| and the Adoption Reform Movement: A Historical Perspective,History/Social and Cultural History/Childhood/Adoptions           ,,
5427,A History of Placing-Out: The Orphan Trains,History/Social and Cultural History/Childhood/Adoptions           ,,
5428,Adoption and Child Welfare Protection in France,History/Social and Cultural History/Childhood/Adoptions           ,,
5429,The Hayek/Knight Capital Controversy: The Irrelevance of Roundaboutness|| or Purging Processes in Time?,"Economics/Growth, Allocation and Distribution/Theories and Methods/Capital Theory           ",,
5430,Politics of International and Domestic Adoption in China,History/Social and Cultural History/Childhood/Adoptions           ,,
5431,Adoption as an Heirship Strategy under Demographic Constraints: A Case from Nineteenth-Century Japan,History/Social and Cultural History/Childhood/Adoptions           ,,
5432,Perception of Adoption as Social Stigma: Motivation for Search and Reunion,History/Social and Cultural History/Childhood/Adoptions           ,,
5433,Intercountry Adoption: An International Perspective on the Practice and Standards.,History/Social and Cultural History/Childhood/Adoptions           ,,
5434,Antecedents of American Adoption,History/Social and Cultural History/Childhood/Adoptions           ,,
5435,Placing the Gift Child in Transnational Adoption,History/Social and Cultural History/Childhood/Adoptions           ,,
5436,Grandparenthood: Crossroads between Gender and Aging,History/Social and Cultural History/Childhood/Childrearing and Parenting           ,,
5437,The Changing Culture of Fatherhood in Comic-Strip Families: A Six-Decade Analysis,History/Social and Cultural History/Childhood/Childrearing and Parenting           ,,
5438,Continuity and Change in Middle Class Fatherhood|| 1925-1939: The Culture-Conduct Connection,History/Social and Cultural History/Childhood/Childrearing and Parenting           ,,
5439,Contemporary Scholarship on Fatherhood: Culture|| Identity|| and Conduct,History/Social and Cultural History/Childhood/Childrearing and Parenting           ,,
5440,Using Kin for Child Care: Embedment in the Socioeconomic Networks of Extended Families,History/Social and Cultural History/Childhood/Childrearing and Parenting           ,,
5441,Approaches to Children's Work and Rights in Nepal,History/Social and Cultural History/Childhood/Children's Rights           ,,
5442,Child Soldiers and the Convention on the Rights of the Child,History/Social and Cultural History/Childhood/Children's Rights           ,,
5443,Children's Rights: Beyond the Impasse,History/Social and Cultural History/Childhood/Children's Rights           ,,
5444,Abandoning Children to Their Autonomy: the United Nations Convention on the Rights of the Child,History/Social and Cultural History/Childhood/Children's Rights           ,,
5445,Children's Rights and the Internet,History/Social and Cultural History/Childhood/Children's Rights           ,,
5446,Capital Accumulation and Economic Growth: The Case of the Retail Food Industry in Developing Countries,"Economics/Growth, Allocation and Distribution/Theories and Methods/Capital Theory           ",,
5447,The Right Rights? Child Labor in a Globalizing World,History/Social and Cultural History/Childhood/Children's Rights           ,,
5448,Raising Up the Degraded Daughters of Africa: The Provision of Education for Xhosa Women in the Mid-Nineteenth Century,History/Social and Cultural History/Systems of Belief/Christianity           ,,
5449,Everything We Do Is a Celebration of You! Pleasant Company Constructs American Girlhood,History/Social and Cultural History/Gender/Gender in the AngloAmerican Experience           ,,
5450,Unemployment|| Wage Bargaining and Capital-Labour Substitution,"Economics/Growth, Allocation and Distribution/Theories and Methods/Capital Theory           ",,
5451,The Adventures of Peanut and Bo: Summer Camps and Early-Twentieth-Century American Girlhood,History/Social and Cultural History/Gender/Gender in the AngloAmerican Experience           ,,
5452,At Your Service: 'The Nation's' Girlhood and the Call to Service in England|| 1939-50,History/Social and Cultural History/Gender/Gender in the AngloAmerican Experience           ,,
5453,Living in Sind,"History/Social and Cultural History/Childhood/Memoirs, Personal Stories           ",,
5454,Jews and Blacks of Early Childhood,"History/Social and Cultural History/Childhood/Memoirs, Personal Stories           ",,
5455,Jewish Children and Childhood in Early Modern East Central Europe,"History/Social and Cultural History/Childhood/Memoirs, Personal Stories           ",,
5456,From Foutou to French Fries|| Life on the Edge of African and American Cultures,"History/Social and Cultural History/Childhood/Memoirs, Personal Stories           ",,
5457,A Tightrope Made of Sari Silk,"History/Social and Cultural History/Childhood/Memoirs, Personal Stories           ",,
5458,Childhood Misconceptions: Reflections of a Biracial American (Colored) Girl,"History/Social and Cultural History/Childhood/Memoirs, Personal Stories           ",,
5459,The Extreme End of a Spectrum of Violence': Physical Abuse|| Hegemony and Resistance in British Residential Care,History/Social and Cultural History/Childhood/Orphanages           ,,
5460,Transforming Orphanage Care: A Case Example in Zimbabwe,History/Social and Cultural History/Childhood/Orphanages           ,,
5461,Adopted Homes for Yesterday's Children: Intention and Experience in an Oakland Orphanage,History/Social and Cultural History/Childhood/Orphanages           ,,
5462,The Salem School and Orphanage. White Missionaries|| Black School,History/Social and Cultural History/Childhood/Orphanages           ,,
5463,Nippon Telegraph and Telephone Company (NTT) and the Building of a Telecommunications Industry in Japan,History/Social and Cultural History/Communication/Media/Modern Media           ,,
5464,The Bibliographic Imagination: Tracing the Nineteenth Century Origins of the Internet,History/Social and Cultural History/Communication/Media/Modern Media           ,,
5465,African Telecoms Comes of Age: Mobile Explosion Changes the Face of African Communications,History/Social and Cultural History/Communication/Media/Modern Media           ,,
5466,Government Consumption and Growth,"Economics/Growth, Allocation and Distribution/Theories and Methods/Consumption Theory           ",,
5467,Communication and the Culture of Democracy: Global Media and Promotion of Democracy in the Middle East,History/Social and Cultural History/Communication/Media/Film           ,,
5468,International Communication Theory in Transition: Parameters of the New Global Public Sphere,History/Social and Cultural History/Communication/Media/Modern Media           ,,
5469,The BBC and the Development of Broadcasting in British Colonial Africa|| 1946-1956,History/Social and Cultural History/Communication/Media/News Services           ,,
5470,Brand Power and State Power: Rise of the New Media Networks in East Asia,History/Social and Cultural History/Communication/Media/Modern Media           ,,
5471,Al-Jazeera: Sustaining a Free Press in the Middle East,History/Social and Cultural History/Communication/Media/News Services           ,,
5472,Reuters in Australia: The Supply and Exchange of News|| 1859-1877,History/Social and Cultural History/Communication/Media/News Services           ,,
5473,The Power of News,History/Social and Cultural History/Communication/Media/News Services           ,,
5474,Reisman's Net Consumption|| Net Investment Theory of Aggregate Profit: Exposition and Comparison to Mises and Rothbard,"Economics/Growth, Allocation and Distribution/Theories and Methods/Consumption Theory           ",,
5475,Newspapers and Nationalism in Rural China|| 1890-1929,History/Social and Cultural History/Communication/Media/Other Media           ,,
5476,A Media Monarchy? Queen Victoria and the Radical Press|| 1837-1901,History/Social and Cultural History/Communication/Media/Other Media           ,,
5477,Identity|| Power|| and Local Television: African Americans|| Organized Labor|| and UHF-TV in Chicago|| 1962-1968,History/Social and Cultural History/Communication/Media/Other Media           ,,
5478,The 'Music Boom' in Tamil South India: Gramophone|| Radio|| and the Making of Mass Culture,History/Social and Cultural History/Communication/Media/Other Media           ,,
5479,The First World War and Radio Development,History/Social and Cultural History/Communication/Media/Other Media           ,,
5480,Showdown in South America: James Scrymser|| John Pender|| and United States-British Cable Competition,History/Social and Cultural History/Communication/Media/Modern Media           ,,
5481,The Telegraph in Black and White,History/Social and Cultural History/Communication/Media/Other Media           ,,
5482,Submarine Telegraph Cables: Business and Politics|| 1838-1939,History/Social and Cultural History/Communication/Media/Other Media           ,,
5483,State Promotion and Regulation of the Telegraph Industry|| 1845-1860,History/Social and Cultural History/Communication/Media/Other Media           ,,
5484,Growth Effects of Income and Consumption Taxes,"Economics/Growth, Allocation and Distribution/Theories and Methods/Consumption Theory           ",,
5485,Spices in the Middle Ages,History/Social and Cultural History/Cuisine/Commercialization/Production           ,,
5486,Sugar and Strife: Europe and the Evolution of the Caribbean Sugar Industry,History/Social and Cultural History/Cuisine/Commercialization/Production           ,,
5487,Henry Heinz and Brand Creation in the Late Nineteenth Century: Making Markets for Processed Food,History/Social and Cultural History/Cuisine/Commercialization/Production           ,,
5488,The Great Tomato Mania,History/Social and Cultural History/Cuisine/Commercialization/Production           ,,
5489,Production Structures and Food Systems in the Early Middle Ages,History/Social and Cultural History/Cuisine/Commercialization/Production           ,,
5490,Indian Food Ethos,History/Social and Cultural History/Cuisine/Food and Social Status           ,,
5491,Food|| Family and Feminism,History/Social and Cultural History/Cuisine/Food and Social Status           ,,
5492,On the Physical and Political Consequences of Sauces,History/Social and Cultural History/Cuisine/Food and Social Status           ,,
5493,Pushing Speed? The Marketing of Fast and Convenience Food,History/Social and Cultural History/Cuisine/Globalization           ,,
5494,Global Realization,History/Social and Cultural History/Cuisine/Globalization           ,,
5495,Without Rival|| Anywhere: The Cultural Impact of the African Cook in the Americas,History/Social and Cultural History/Cuisine/Globalization           ,,
5496,Culinary Tourism: An Exploratory Reading of Contemporary Representations of Cooking,"History/Social and Cultural History/Cuisine/Kitchen Preparation, Schools, Transmission of a Cuisine           ",,
5497,The Labor and Leisure of Food Production as a Mode of Ethnic Identity Building among Italians in Chicago|| 1890-1940,"History/Social and Cultural History/Cuisine/Kitchen Preparation, Schools, Transmission of a Cuisine           ",,
5498,Communal Dining and State Cafeterias in Moscow and Petrograd|| 1917-1921,"History/Social and Cultural History/Cuisine/Kitchen Preparation, Schools, Transmission of a Cuisine           ",,
5499,Art History and Cultural Difference: Alfred Gell's Anthropology of Art,History/Social and Cultural History/Culture as Commodity           ,,
5500,I'd Like to Buy the World a Coke: Consumptionscapes of the Less Affluent World,History/Social and Cultural History/Culture as Commodity           ,,
5501,Full Employment,"Economics/Growth, Allocation and Distribution/Theories and Methods/Employment Theory           ",,
5502,Corporate Governance and Intellectual Capital: Some Conceptualisations,Economics/Development/Markets/Corporate Social and Environmental Impacts           ,,
5503,Gender Bias in the Evaluation of New Age Music,History/Social and Cultural History/Culture as Commodity           ,,
5504,Music Education and Cultural Identity,History/Social and Cultural History/Culture as Commodity           ,,
5505,Popular Music in a Transnational World: The Construction of Local Identities in Singapore,History/Social and Cultural History/Culture as Commodity           ,,
5506,Collecting Culture: Crimes and Criticism,History/Social and Cultural History/Culture as Commodity           ,,
5507,World Music and the Popular Music Industry: An Australian View,History/Social and Cultural History/Culture as Commodity           ,,
5508,Sultans of Spin: Syrian Sacred Music on the World Stage,History/Social and Cultural History/Culture as Commodity           ,,
5509,Performing Identity: Nations|| Cultures and African Experimental Novels,History/Social and Cultural History/Culture as Commodity           ,,
5510,The Church of Baseball|| the Fetish of Coca-Cola|| and the Potlatch of Rock 'n' Roll,History/Social and Cultural History/Culture as Commodity           ,,
5511,Capital Formation and Unemployment,"Economics/Growth, Allocation and Distribution/Theories and Methods/Employment Theory           ",,
5512,Envisioning Power in Mexico: Legitimacy|| Crisis|| and the Practice of Patrimony,History/Social and Cultural History/Culture as Commodity           ,,
5513,What Will We Do When Culture Does Not Exist Anymore?,History/Social and Cultural History/Culture as Commodity           ,,
5514,Cultural Meanings and Cultural Structures in Historical Explanation,History/Social and Cultural History/Culture as Commodity           ,,
5515,The Criticism of Culture and the Culture of Criticism: At the Intersection of Postcolonialism and Globalization Theory,History/Social and Cultural History/Culture as Commodity           ,,
5516,Transnational Protest: States|| Circuses|| and Conflict at the Frontline of Global Politics,History/Political History/International Organizations/Movements/NGOs/Social Institutions           ,,
5517,Public Finance in Models of Economic Growth,"Economics/Growth, Allocation and Distribution/Theories and Methods/Growth Theory           ",,
5518,Filling in the Picture: Visual Culture,History/Social and Cultural History/Culture as Commodity           ,,
5519,The New Dynamic of Blockbuster Exhibitions: The Case of Brazilian Museums,History/Social and Cultural History/Culture as Commodity           ,,
5520,Culture/Wars: Recoding Empire in an Age of Democracy,History/Social and Cultural History/Culture as Commodity           ,,
5521,Beyond the Aesthetic Garden: Politics and Culture on the Margins of Fin-de Siècle Vienna,History/Social and Cultural History/Culture as Commodity           ,,
5522,The New Circus: The Next Generation,History/Social and Cultural History/Culture as Commodity           ,,
5523,Intellectual Property Rights and Computer Software,Economics/Economic Policy/Trade/Social and Environmental Issues           ,,
5524,Art as an Investment: Risk|| Return|| and Portfolio Diversification in Major Painting Markets,History/Social and Cultural History/Culture as Commodity           ,,
5525,Olympic Cities: Lessons Learned from Mega-Event Politics.,History/Social and Cultural History/Culture as Commodity           ,,
5526,Economics and Sustainability: In Defense of a Steady-State Economy,"Economics/Growth, Allocation and Distribution/Theories and Methods/Growth Theory           ",,
5527,The Idea of a Beginningless World-Process,History/Social and Cultural History/Festivals/Celebrations           ,,
5528,Researching Youth Culture and Popular Music: A Methodological Critique,History/Social and Cultural History/Festivals/Celebrations           ,,
5529,The Deinstitutionalization of American Marriage,History/Social and Cultural History/Festivals/Celebrations           ,,
5530,A Wedding in the Family: Home Making in a Global Kin Network,History/Social and Cultural History/Festivals/Celebrations           ,,
5531,Does Culture Evolve?,History/Social and Cultural History/Festivals/Celebrations           /           /Anthropology/Social/Cultural Anthropology/Culture/Evolution of Culture,,
5532,Sports and Celebrations in English Market Towns,History/Social and Cultural History/Festivals/Celebrations           ,,
5533,Health and Wealth: A Structural Model of Social and Economic Development,"Economics/Growth, Allocation and Distribution/Theories and Methods/Growth Theory           ",,
5534,Religious Orientation and the Experience of Eid-ul-Azha among Pakistani Muslims,Social Psychology/Applied Social Psychology/Religion and Ideology           /           /Social Psychology/Applied Social Psychology/Religion and Ideology,,
5535,Public Opinion|| National Integration and National Identity in Spain: The Case of the Barcelona Olympic Games,History/Social and Cultural History/Festivals/Celebrations           ,,
5536,Wedded to 'Fault': The Legal Regulation of Divorce and Relationship Breakdown,History/Social and Cultural History/Festivals/Celebrations           ,,
